control,empre,alfanum,l1,l2,l3,l4,l5,l6,QR,A,B,POS,CAMBIO,IMA1,IMA2,IMA3,IMA4,IMA5,PAG,Bobina
34864846,CF,QAC7sYZ,T, , ,F, ,S,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34864846",C0,D6,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,364565,37
34865401,CF,R9czCkw,S, , ,E, ,S,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865401",B6,A1,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365120,37
34865421,CF,ABGj9DA,D, ,W, ,L, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865421",B8,C1,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,365140,37
34865425,CF,3Tgd19U, ,F, ,J,X, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865425",A8,E5,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,365144,37
34865449,CF,Mqrq8eb,G, , ,Q,L, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865449",B0,C9,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365168,37
34865458,CF,WAny121, ,L,T, ,I, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865458",E1,A8,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,365177,37
34865596,CF,3QJOe0H, , ,W,W,A, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865596",B5,B6,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,365315,37
34865693,CF,kzw20Cn,B, ,A, , ,O,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865693",B5,C3,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365412,37
34865788,CF,VcYG3df, ,E, ,T,Z, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865788",C4,E8,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365507,37
34865896,CF,O4TPwoU, , ,P,V,X, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865896",C5,B6,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,365615,37
34865897,CF,5mfQato, , ,A,T,I, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865897",A5,A7,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365616,37
34865898,CF,F9Rm1Vg, , ,N,D, ,H,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865898",D5,C8,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,365617,37
34865899,CF,V6yUYPe,F,M,K, , , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865899",C5,B9,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,365618,37
34865900,CF,YavAc20,Y,O,N, , , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34865900",B6,C0,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,365619,37
34866234,CF,UNTKDb3,M,U, ,C, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866234",C9,D4,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,365953,37
34866284,CF,6OWMyfN, ,Z,B, ,N, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866284",D4,A4,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366003,37
34866416,CF,asRj5Qk, , ,I, ,C,H,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866416",B7,C6,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,366135,37
34866449,CF,3wr6SKU, , ,S,C, ,E,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866449",D0,D9,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366168,37
34866453,CF,Mp3FHkJ,W, ,U, ,G, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866453",A1,B3,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366172,37
34866506,CF,4TRgYCR, , ,E,S,O, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866506",B6,C6,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366225,37
34866511,CF,5VAdm00, , , ,Z,X,K,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866511",E7,A1,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366230,37
34866561,CF,9cJXFU1,U, ,F, , ,G,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866561",B2,B1,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366280,37
34866607,CF,KPeVT1H,D,X, ,L, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866607",E6,B7,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366326,37
34866618,CF,8eANCm0,A,M, , ,U, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866618",E7,C8,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366337,37
34866619,CF,y1gok5R, ,F, ,B, ,V,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866619",A7,D9,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366338,37
34866655,CF,EcDm1wv,D, ,U,C, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866655",C1,E5,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366374,37
34866678,CF,QT093W7,N, , ,W,W, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866678",E3,C8,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366397,37
34866679,CF,7jCQVzJ,M,P,R, , , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866679",D3,D9,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366398,37
34866680,CF,ssab3Yj,Q,F, , , ,L,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866680",E4,A0,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366399,37
34866681,CF,1YDAoCy,R, , , ,C,V,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866681",A4,E1,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366400,37
34866682,CF,D3vEpyH,T,D, , ,Q, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866682",E4,B2,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,366401,37
34866683,CF,YvcrQ2n, ,U, , ,U,K,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866683",A4,C3,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366402,37
34866684,CF,wHoh2tk,B, , ,A,S, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866684",B4,C4,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366403,37
34866685,CF,6w8yAeb, , ,X,F, ,G,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866685",B4,D5,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366404,37
34866686,CF,xX0q1Pz,C, ,A, , ,S,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866686",D4,B6,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366405,37
34866687,CF,tOxk42e,X, , ,V,A, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866687",D4,C7,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366406,37
34866688,CF,3FZWxbq, ,C, ,O, ,O,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866688",B4,C8,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366407,37
34866689,CF,qKMtFq9,B, ,E, , ,W,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866689",B4,C9,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366408,37
34866690,CF,PCn4pUH, , , ,H,K,R,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866690",E5,E0,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366409,37
34866691,CF,NsJyJB4,S, ,X, ,U, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866691",C5,E1,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366410,37
34866692,CF,unjZe18,M, ,Q,O, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866692",B5,C2,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366411,37
34866693,CF,26uDMOX,N,V, , ,J, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866693",C5,C3,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366412,37
34866694,CF,Ue5zKsw, ,J, ,Z,O, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866694",C5,E4,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366413,37
34866695,CF,rJp1KO8, ,S,L,M, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866695",D5,E5,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366414,37
34866720,CF,5u4CjrZ, , , ,X,E,V,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866720",B8,B0,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,366439,37
34866800,CF,pnb6rwv, , ,K, ,A,R,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866800",E6,E0,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366519,37
34866807,CF,rB8o4EZ, ,N, , ,V,O,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866807",A6,A7,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366526,37
34866815,CF,VF8dKj0,W,K, , ,J, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866815",B7,D5,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366534,37
34866816,CF,gvxu7J1,Q, ,N, , ,H,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866816",E7,C6,NULL,3,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,366535,37
34866846,CF,Avypr5w, ,H,C,T, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866846",C0,C6,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366565,37
34866852,CF,zq6Xg3J,A, , ,K, ,C,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866852",C1,E2,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366571,37
34866862,CF,KJF7PqW, , ,O, ,R,J,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866862",A2,D2,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366581,37
34866864,CF,0yWAFqv,Z, ,X, ,R, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866864",E2,D4,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366583,37
34866867,CF,B18EHeg, , ,T,M,P, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866867",D2,A7,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,366586,37
34866888,CF,VF1j2nE, ,V,R,Q, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866888",D4,A8,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366607,37
34866948,CF,FH6N31P,L,W, , , ,E,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866948",E0,B8,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,366667,37
34866972,CF,FTfQNg6,C,T, ,Z, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866972",C3,B2,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,366691,37
34866980,CF,C3YCTWx,I, , ,U,S, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34866980",A4,C0,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366699,37
34867040,CF,4oBB5mg, ,G,C,J, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34867040",B0,E0,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,366759,37
34786279,CF,UQ2DuEn, ,S,I, , ,T,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34786279",C5,A9,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,285838,29
34786700,CF,Z6F8NHJ,W,C, , ,U, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34786700",E8,E0,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,286259,29
34804687,CF,PBcSmq9,O, ,O, , ,G,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34804687",E8,C7,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,304286,31
34804688,CF,Tv1kmAv, ,G, , ,P,T,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34804688",D8,C8,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,304287,31
34809942,CF,EH6Vngk,K, , ,Z, ,U,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34809942",A4,E2,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,309541,31
34817049,CF,tvXPS1Q,C,H, ,N, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34817049",C5,D9,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,316668,32
34817050,CF,po36MaP, , , ,X,Q,P,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34817050",B6,A0,NULL,1,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,,316669,32
34819688,CF,jF0F9VX,N, , ,I, ,G,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34819688",C9,E8,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,319307,32
34819689,CF,fEuFm7C,T, , ,M, ,G,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34819689",E9,E9,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,319308,32
34689001,CF,S6VCsvR,D, ,T,A, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34689001",A8,C1,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,188360,19
34689885,CF,NK1mkqM,D, ,P, ,F, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34689885",D6,D5,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,189244,19
34690000,CF,m3XEjs0, ,K,C, , ,K,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34690000",D8,A0,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,189359,19
34702223,CF,n5OhQwa, ,K, ,W,F, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34702223",A2,D3,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,201622,21
34753676,CF,XXxFN2c,D,M, ,M, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34753676",C2,B6,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,253175,26
34781561,CF,qJ8gKhy,Z,U,V, , , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34781561",E4,A1,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,281120,29
34781562,CF,gJTM2Sq, , ,B,I,Y, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34781562",D4,D2,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,281121,29
34781563,CF,S8wZU7V,L,Y, , , ,F,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34781563",B4,B3,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,281122,29
34781571,CF,hG4AUDA,Q, , , ,Z,S,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34781571",B5,E1,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,281130,29
34781572,CF,Rzgm35K, , , ,G,A,Z,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34781572",B5,B2,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,281131,29
34784700,CF,FssOJ8e,V,R, , , ,W,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34784700",B8,C0,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,284259,29
34785703,CF,AQWpJ7y, ,U, ,A, ,V,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34785703",C8,E3,NULL,5,,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,285262,29
34735552,CF,2OKHqn2, ,G, ,M, ,Y,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34735552",C8,E2,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,235011,24
34735553,CF,jzU2hzt, ,U,S,M, , ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34735553",B8,E3,NULL,2,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,,,235012,24
34735554,CF,yHbu0sZ, , ,J,T,V, ,"https://www.jalisco.gob.mx, COMPUTER FORMS S.A. DE C.V., PUBLICO, 34735554",E8,C4,NULL,4,,,,B:\2026\Mayo\Tarjeta de Circulacion Jalisco\iNVISIBLE\DUO.pdf,,235013,24
